"","year_built","zone","total_value","tax_district","area","parcel_id","bldg_value","land_value","deed_date","prior","tax_year","land_use_code","lci"
"40097","1980.000000","PLI",0,"003",374804.42412,"01248434000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"43904","1980.000000","PLI",0,"003",613814.25863,"01408247000",0,0,"1994-02-01T00:00:00","{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"44646","1985.000000","RO",381400,"003",15803.198957,"01412333000",233800,147600,"1994-03-11T00:00:00","{ ""2009"": { ""zone"": ""RO"", ""total_value"": 381400, ""tax_district"": ""003"", ""bldg_value"": 233800, ""land_value"": 147600, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""RO"", ""total_value"": 381400, ""tax_district"": ""003"", ""bldg_value"": 233800, ""land_value"": 147600, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""RO"", ""total_value"": 381400, ""tax_district"": ""003"", ""bldg_value"": 233800, ""land_value"": 147600, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" } }","2014","DAY CARE CENTER","Com"
"44672","2002.000000","B3",3156300,"003",129828.788612,"01412368000",1622400,1533900,"2004-06-16T00:00:00","{ ""2009"": { ""zone"": ""B3"", ""total_value"": 3156300, ""tax_district"": ""003"", ""bldg_value"": 1622400, ""land_value"": 1533900, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""B3"", ""total_value"": 3156300, ""tax_district"": ""003"", ""bldg_value"": 1622400, ""land_value"": 1533900, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""B3"", ""total_value"": 3156300, ""tax_district"": ""003"", ""bldg_value"": 1622400, ""land_value"": 1533900, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" } }","2014","DAY CARE CENTER","Com"
"47143","1980.000000","PLI",0,"003",380888.794712,"01425221000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"47334","1983.000000","R2M",684300,"003",37661.934014,"01426139000",507500,176800,"2002-03-05T00:00:00","{ ""2009"": { ""zone"": ""R2M"", ""total_value"": 684300, ""tax_district"": ""003"", ""bldg_value"": 507500, ""land_value"": 176800, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""R2M"", ""total_value"": 684300, ""tax_district"": ""003"", ""bldg_value"": 507500, ""land_value"": 176800, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""R2M"", ""total_value"": 684300, ""tax_district"": ""003"", ""bldg_value"": 507500, ""land_value"": 176800, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" } }","2014","DAY CARE CENTER","Com"
"48721","1971.000000","PLI",0,"002",2524658.794479,"01502102000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"48723","2000.000000","PLI",0,"002",665708.797568,"01502104000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"48908","1965.000000","R6",0,"002",1053193.062957,"01505111000",0,0,"2009-03-25T00:00:00","{ ""2009"": { ""zone"": ""R6"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""R6"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""R6"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"50012","1985.000000","PLI",0,"002",415014.31987,"01515143000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"50911","1980.000000","PLI",0,"003",647131.353567,"01525112000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"50915","1984.000000","PLI",0,"003",1272635.340362,"01526102000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"51122","1990.000000","PLI",0,"003",434560.090048,"01528161000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"52268","1972.000000","R6",0,"002",193360.339344,"01550125000",0,0,NA,"{ ""2009"": { ""zone"": ""R6"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""R6"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""R6"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"52269",NA,"R6",0,"002",108612.938476,"01550126000",0,0,"1973-06-22T00:00:00","{ ""2009"": { ""zone"": ""R6"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""R6"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""R6"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"52660","1971.000000","R1A",880100,"003",371342.233533,"01606117000",504800,375300,"2009-05-28T00:00:00","{ ""2009"": { ""zone"": ""R1A"", ""total_value"": 880100, ""tax_district"": ""003"", ""bldg_value"": 504800, ""land_value"": 375300, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""R1A"", ""total_value"": 880100, ""tax_district"": ""003"", ""bldg_value"": 504800, ""land_value"": 375300, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""R1A"", ""total_value"": 880100, ""tax_district"": ""003"", ""bldg_value"": 504800, ""land_value"": 375300, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"53538","1980.000000","PLI",0,"003",396743.686513,"01616202000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"53745","1980.000000","PLI",0,"003",854672.331239,"01617281000",0,0,"1990-12-10T00:00:00","{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"54220","1976.000000","R1A",0,"003",30430.658035,"01621137000",0,0,"1999-06-25T00:00:00","{ ""2009"": { ""zone"": ""R1A"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""R1A"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""R1A"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"54983","1979.000000","B3SL",2138200,"003",58164.139836,"01625135000",868200,1270000,"2013-02-13T00:00:00","{ ""2009"": { ""zone"": ""B3SL"", ""total_value"": 2138200, ""tax_district"": ""003"", ""bldg_value"": 868200, ""land_value"": 1270000, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""B3SL"", ""total_value"": 2138200, ""tax_district"": ""003"", ""bldg_value"": 868200, ""land_value"": 1270000, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""B3SL"", ""total_value"": 2138200, ""tax_district"": ""003"", ""bldg_value"": 868200, ""land_value"": 1270000, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" } }","2014","DAY CARE CENTER","Com"
"55185","1984.000000","R3",921200,"003",47439.559431,"01626185000",664400,256800,"2013-02-13T00:00:00","{ ""2009"": { ""zone"": ""R3"", ""total_value"": 921200, ""tax_district"": ""003"", ""bldg_value"": 664400, ""land_value"": 256800, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""R3"", ""total_value"": 921200, ""tax_district"": ""003"", ""bldg_value"": 664400, ""land_value"": 256800, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""R3"", ""total_value"": 921200, ""tax_district"": ""003"", ""bldg_value"": 664400, ""land_value"": 256800, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" } }","2014","DAY CARE CENTER","Com"
"56868","1985.000000","PLI",0,"002",1385626.601978,"01721127000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""002"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"58751","1985.000000","RO",791000,"003",58425.614209,"01807210000",453900,337100,"2009-05-29T00:00:00","{ ""2009"": { ""zone"": ""RO"", ""total_value"": 791000, ""tax_district"": ""003"", ""bldg_value"": 453900, ""land_value"": 337100, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""RO"", ""total_value"": 791000, ""tax_district"": ""003"", ""bldg_value"": 453900, ""land_value"": 337100, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""RO"", ""total_value"": 791000, ""tax_district"": ""003"", ""bldg_value"": 453900, ""land_value"": 337100, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" } }","2014","DAY CARE CENTER","Com"
"59668","1980.000000","PLI",0,"003",378096.846591,"01816101000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"61419","2004.000000","PLISL",0,"003",2175127.334931,"01841175000",0,0,"1986-12-08T00:00:00","{ ""2009"": { ""zone"": ""PLISL"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLISL"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLISL"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"61821","1980.000000","PLI",0,"003",435417.31622,"01911202000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"64196","1997.000000","PLI",0,"031",1504373.361349,"02047201000",0,0,"1987-06-30T00:00:00","{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""031"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""031"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""031"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"66507","1984.000000","ROSL",542500,"010",28337.319784,"05010108000",338300,204200,"2013-02-13T00:00:00","{ ""2009"": { ""zone"": ""ROSL"", ""total_value"": 542500, ""tax_district"": ""010"", ""bldg_value"": 338300, ""land_value"": 204200, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""ROSL"", ""total_value"": 542500, ""tax_district"": ""010"", ""bldg_value"": 338300, ""land_value"": 204200, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""ROSL"", ""total_value"": 542500, ""tax_district"": ""010"", ""bldg_value"": 338300, ""land_value"": 204200, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" } }","2014","DAY CARE CENTER","Com"
"67473","1970.000000","PLI",0,"010",377286.739233,"05017106000",0,0,"1988-12-13T00:00:00","{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""010"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""010"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""010"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"67529","1984.000000","I1",2531900,"010",97770.578709,"05017417000",2018700,513200,"2004-11-29T00:00:00","{ ""2009"": { ""zone"": ""I1"", ""total_value"": 2531900, ""tax_district"": ""010"", ""bldg_value"": 2018700, ""land_value"": 513200, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""I1"", ""total_value"": 2531900, ""tax_district"": ""010"", ""bldg_value"": 2018700, ""land_value"": 513200, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""I1"", ""total_value"": 2531900, ""tax_district"": ""010"", ""bldg_value"": 2018700, ""land_value"": 513200, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"68335","1970.000000","PLI",0,"050",347151.588087,"05023201000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""050"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""050"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""050"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"71373","1984.000000","PLI",0,"050",875186.206139,"05087301000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""050"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""050"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""050"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"72195","1997.000000","PLI",0,"022",1456600.345125,"05101137000",0,0,"1994-07-12T00:00:00","{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"73753","1980.000000","PLI",0,"022",928817.577288,"05114222000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"74532","1950.000000","PLI",0,"022",213453.893021,"05122202000",0,0,"1984-09-14T00:00:00","{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"74533","1960.000000","PLI",0,"022",290861.567139,"05122203000",0,0,"1984-09-14T00:00:00","{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"74824",NA,"PLI",0,"022",748567.109609,"05127117000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Res"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Res"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Res"" } }","2014","SCHOOL","Res"
"75134",NA,"PLI",0,"022",167805.335025,"05129432000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
